query,expected_drugs
Obat untuk pengobatan rinitis parenial,alergine 10 mg 10 tablet
Obat untuk urtikaria idiopatik kronis.,alergine 10 mg 10 tablet
Obat untuk mengatasi gejala rinitis alergik seperti bersin-bersin,alerhis loratadine 10 mg 4 kaplet
Obat untuk pilek dan rasa gatal pada hidung,alerhis loratadine 10 mg 4 kaplet
Obat untuk rasa gatal dan terbakar pada mata serta untuk mengurangi gejala dan tanda-tanda urtikaria kronis serta penyakit dermatologis alergi lainnya.,alerhis loratadine 10 mg 4 kaplet
Obat untuk informasi obat ini hanya untuk kalangan medis. mengurangi gejala yang berhubungan dengan rinitis alergika,allohex 10 tablet
Obat untuk urtikaria kronis dan penyakit dermatologik lain.,allohex 10 tablet
Obat untuk meredakan gejala rinitis alergi perenial,cetinal syrup 60 ml
Obat untuk rinitis alergi musiman,cetinal syrup 60 ml
Obat untuk dan urtikaria idiopatik kronik pada dewasa dan anak-anak.,cetinal syrup 60 ml
Obat untuk meredakan alergi rinitis nasal & non-nasal (termasuk alergi rinitis intermiten/sewaktu & persisten/terus-menerus),"destavell 5 mg 10 tablet,destavell sirup 60 ml"
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk mengatasi kasus-kasus alergi dimana diperlukan terapi dengan kortikosteroid,dextaco sirup 60 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan terhadap penyakit alergi seperti : rinitis vasomotor,heptasan 4 mg 10 tablet
Obat untuk dermatografisme,heptasan 4 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. histapan digunakan untuk pengobatan terhadap penyakit alergi,histapan 50mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan alergi dan inflamasi yang membutuhkan terapi kortikosteroid.,hufabethamin sirup 60 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. perennial rhinitis (pilek),indal ctn 10 tablet
Obat untuk alergi rhinitis,indal ctn 10 tablet
Obat untuk urtikaria idiopatik kronis (biduran).,indal ctn 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan rinitis musiman,intrizin drops 15 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk alergi yang memerlukan terapi dengan kortikosteroid,polofar plus 10 kaplet
Obat untuk hay fever berat,soldextam 10 kaplet
Obat untuk asma bronkial kronik,soldextam 10 kaplet
Obat untuk dermatitis kontak & atopik,soldextam 10 kaplet
Obat untuk reaksi kulit akibat obat,soldextam 10 kaplet
Obat untuk keratitis & ocular inflammatory disorders.,soldextam 10 kaplet
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk pengobatan rinitis perennial,tiriz 10 mg/ml drops
Obat untuk rinitis alergi seasonal (musiman) dan urtikaria idiopatik kronik.,tiriz 10 mg/ml drops
Obat untuk informasi obat ini hanya untuk kalangan medis. rinitis alergi musiman,xyzal 5 mg 10 tablet
Obat untuk rinitis alergi persisten,xyzal 5 mg 10 tablet
Obat untuk mengurangi gejala yang berhubungan dengan rinitis alergika,"alernitis 10 mg 10 tablet,clarihis 10 mg 10 tablet,inclarin 10 mg 10 tablet,loracor 10 mg 10 tablet,loran 10 mg 10 tablet"
Obat untuk urtikaria kronis & penyakit dermatologik lain.,"alernitis 10 mg 10 tablet,clarihis 10 mg 10 tablet,inclarin 10 mg 10 tablet,loracor 10 mg 10 tablet,loran 10 mg 10 tablet"
Obat untuk alergi seperti rinitis,"allergen 4 mg 10 kaplet,trifachlor 4 mg 10 tablet,zecamex 4 mg 12 tablet"
Obat untuk urtikaria,"allergen 4 mg 10 kaplet,dehista 4 mg 10 kaplet,talion 10 mg 10 tablet,trifachlor 4 mg 10 tablet,visancort cream 10 g,zecamex 4 mg 12 tablet"
Obat untuk gatal karena gigitan serangga,"allergen 4 mg 10 kaplet,trifachlor 4 mg 10 tablet,zecamex 4 mg 12 tablet"
Obat untuk eksema,"allergen 4 mg 10 kaplet,oviskin-n cream 10 g,trifachlor 4 mg 10 tablet,zecamex 4 mg 12 tablet"
Obat untuk dermatitis.,"allergen 4 mg 10 kaplet,trifachlor 4 mg 10 tablet,zecamex 4 mg 12 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. terapi kasus-kasus sulit terkait dengan pernafasan,celestik 10 tablet
Obat untuk kulit,celestik 10 tablet
Obat untuk alergi pada mata dan gangguan radang pada mata dimana terapi kortikoid sistemik dibutuhkan.,celestik 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan rinitis parenial,cetirgi sirup 60 ml
Obat untuk urtikaria idiopatik kronis,"cetirgi sirup 60 ml,lesidas 10 mg 10 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan untuk gejala alergi,cetzin sirup 60 ml
Obat untuk obat ini digunakan untuk mengatasi gejala alergi seperti pada rhinitis,dehista 4 mg 10 kaplet
Obat untuk hay fever.,dehista 4 mg 10 kaplet
Obat untuk informasi obat ini hanya untuk kalangan medis. - meringankan gejala-gejala nasal dan non-nasal rinitis alergi (termasuk rinitis alergi yang intermiten dan persisten) pada pasien usia 12 tahun atau lebih). - meringankan gejala pruritus,desloratadine 5 mg 10 tablet
Obat untuk mengurangi dan memperkecil area gatal pada pasien urtikaria usia 12 tahun atau lebih.,desloratadine 5 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. membantu mengobati rematik artritis,dexclosan 10 tablet
Obat untuk shock,dexclosan 10 tablet
Obat untuk dermatitis dan urtikaria,dexclosan 10 tablet
Obat untuk serta gejala alergik lainnya.,dexclosan 10 tablet
Obat untuk dexteem merupakan obat yang digunakan untuk reaksi alergi,dexteem 10 tablet
Obat untuk urtikaria atau gatal-gatal,dexteem 10 tablet
Obat untuk rhinitis alergi,dexteem 10 tablet
Obat untuk dermatitis alergi maupun reaksi alergi terhadap obat-obatan.,dexteem 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. pengobatan kasus gangguan saluran pernapasan,durocort syrup 60 ml
Obat untuk alergi dermatologi,durocort syrup 60 ml
Obat untuk dan ocular serta gangguan inflamasi ocular,durocort syrup 60 ml
Obat untuk kondisi alergi seperti rinitis perenial,falergi 10 mg 10 tablet
Obat untuk rinitis alergi musiman dan perennial urtikaria kronik,histrine ft 10 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. gatal pada kulit,homoclomin 10 mg 10 tablet
Obat untuk urtikaria (biduran),homoclomin 10 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. urtikaria (gatal-gatal),lesidas 10 mg 10 tablet
Obat untuk dan alergi kulit lainnya. untuk mengobati rhinitis alergi (hay fever),lesidas 10 mg 10 tablet
Obat untuk mengurangi gejala baik pada mata maupun hidung seperti: bersin,lesidas 10 mg 10 tablet
Obat untuk hidung meler,lesidas 10 mg 10 tablet
Obat untuk rasa gatal atau terbakar pada mata.,lesidas 10 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. meredakan alergi.,levocetirizine 5 mg 10 tablet
Obat untuk urtikaria kronik,lorihis 10 mg 10 tablet
Obat untuk reaksi alergi lain pada kulit.,lorihis 10 mg 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. reaksi alergi yang memberi respons terhadap kortikosteroid,"lorson 10 kaplet,lotharson 10 kaplet,mexon sirup 60 ml,proxona 10 kaplet"
Obat untuk informasi obat ini hanya untuk kalangan medis. alergi pada saluran pernapasan,nilacelin syrup 60 ml
Obat untuk kulit dan mata,nilacelin syrup 60 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. digunakan untuk pengobatan terhadap penyakit alergi,omecidal 50 mg 10 kaplet
Obat untuk informasi obat ini hanya untuk kalangan medis. meringankan gejala batuk atau bersin akibat alergi.,omegtamine 10 tablet
Obat untuk mengatasi kasus alergi dimana diperlukan terapi dengan kortikosteroid.,pritacort 10 tablet
Obat untuk informasi obat ini hanya untuk kalangan medis. rinitis alergi,talion 10 mg 10 tablet
Obat untuk mengobati gatal karena biang keringet,"caladine lotion 60 ml,caladine lotion 95 ml"
Obat untuk udara panas,"caladine lotion 60 ml,caladine lotion 95 ml,calamed lotion 100 ml"
Obat untuk gigitan serangga. selain itu dapat digunakan sebagai antialergi,"caladine lotion 60 ml,caladine lotion 95 ml"
Obat untuk antideptik dan penyejuk kulit,"caladine lotion 60 ml,caladine lotion 95 ml"
Obat untuk untuk membantu meredakan gangguan kulit seperti biang keringat dan gatal-gatal.,herocyn bedak kulit 85 g
Obat untuk bedak tabur untuk gatal-gatal pada kulit karena biang keringat.,salicyl menthol ika 80 g
Obat untuk untuk mengobati gangguan kulit seperti biang keringat dan gatal-gatal,herocyn bedak kulit 150 g
Obat untuk bedak ini digunakan untuk mengobati gangguan kulit seperti biang keringat dan gatal-gatal.,herocyn bedak kulit 50 g
Obat untuk untuk mengobati penyakit kulit seperti panu,salep kulit 88 6 g
Obat untuk kadas,"cap gajah salicyl sp 50 ml,kalpanax salep 6 g,new astar cream 15 g,salep kulit 88 6 g"
Obat untuk kurap,"cap gajah salicyl sp 50 ml,kalpanax salep 6 g,pagoda salep 10 gr,pi kang shuang cream 5 g,salep kulit 88 6 g,salep kulit cap badak 5 g,salep nosib 14 g,salep nosib 6 g,sean zalf salep 6 g"
Obat untuk kudis,"kalpanax salep 6 g,minyak tawon cc 20 ml,minyak tawon dd 30 ml,pagoda salep 10 gr,salep kulit 88 6 g,salep kulit cap badak 5 g"
Obat untuk kutu air dan gatal-gatal yang disebabkan oleh infeksi jamur.,salep kulit 88 6 g
Obat untuk membantu mengurangi gatal dan memberikan rasa dingin pada kulit. adapun kandungan dari caladine gel masing-masing memiliki kegunaan sebagai berikut : - panthenol : melembabkan kulit dan mempercepat penyembuhan luka dengan meregenerasi jaringan kulit. - hamamelis extract : anti inflamasi,caladine gel 50 ml
Obat untuk anti gatal dan anti bakteri. - camphor : mengatasi rasa gatal. - menthol : memberikan sensasi dingin. - cucumber extract dan aloe vera berfungsi melembutkan kulit,caladine gel 50 ml
Obat untuk anti gatal dan antiinflamasi.,caladine gel 50 ml
Obat untuk mengurangi gatal akibat biang keringat.,"happy bedak salicyl 60 g,happy bedak salicyl menthol 60 g,nellco bedak salicyl menthol 60 g,nellco bedak salicyl menthol genesis 60 g,salicyl talk 60 g"
Obat untuk untuk mengobati penyakit kulit seperti kudis,"salep nosib 14 g,salep nosib 6 g"
Obat untuk jamur,"salep nosib 14 g,salep nosib 6 g"
Obat untuk panu,"canesten cream 10 g,canesten cream 5 g,kalpanax krim 10 g,kalpanax salep 6 g,meccaderma krim 5 g,minyak tawon cc 20 ml,minyak tawon dd 30 ml,new astar cream 15 g,pagoda salep 10 gr,salep nosib 14 g,salep nosib 6 g"
Obat untuk kutu air,"canesten cream 10 g,canesten cream 5 g,pagoda salep 10 gr,salep kulit cap badak 5 g,salep nosib 14 g,salep nosib 6 g"
Obat untuk bisul dan gatal-gatal di sela-sela jari kaki.,salep nosib 14 g
Obat untuk sebagai bedak taburkan setelah mandi,"caladine powder 60 g,caladine powder original 100 g"
Obat untuk anti alergi,"caladine powder 60 g,caladine powder original 100 g,caladine powder soft comfort 100 g,triamcort-a krim 10 g"
Obat untuk antiseptik,"caladine powder 60 g,caladine powder original 100 g,caladine powder soft comfort 100 g"
Obat untuk penyejuk kulit,"caladine powder 60 g,caladine powder original 100 g"
Obat untuk membantu mengatasi rasa gatal yang timbul akibat biang keringat.,caladine powder active fresh 60 g
Obat untuk sebagai bedak tabur untuk biang keringat,caladine powder soft comfort 100 g
Obat untuk penyejuk kulit.,caladine powder soft comfort 100 g
Obat untuk mengobati gatal karena biang keringat,calamed lotion 100 ml
Obat untuk gigitan serangga. juga sebagai antiseptik kulit dan anti alergi.,calamed lotion 100 ml
Obat untuk digunakan untuk mengatasi berbagai masalah pada kulit seperti panu,cap gajah salicyl sp 50 ml
Obat untuk eksim.,cap gajah salicyl sp 50 ml
Obat untuk mengatasi gangguan pada kulit akibat jamur seperti panu,resida sc cair 10 ml
Obat untuk kadas dan kurap.,resida sc cair 10 ml
Obat untuk diindikasikan untuk mengobati penyakit kulit seperti panu,salep kulit cap badak 5 g
Obat untuk bisul,"ichtyol ointment 15 g,kapsida kembang bulan 12 kapsul,minyak tawon cc 20 ml,minyak tawon dd 30 ml,minyak tawon ee 60 ml,minyak tawon ff 90 ml,salep kulit cap badak 5 g"
Obat untuk gatal-gatal di sela jari dan selangkangan.,salep kulit cap badak 5 g
Obat untuk membantu meringankan penyakit kulit seperti kudis,sean zalf salep 6 g
Obat untuk dan panu. membantu melakukan proses pengelupasan kulit mati.,sean zalf salep 6 g
Obat untuk membantu mengatasi ulkus aftosa,"aloclair plus gel 8 ml,aloclair plus spray 15 ml"
Obat untuk stomatitis aftosa,"aloclair plus gel 8 ml,aloclair plus spray 15 ml"
Obat untuk lesi minor,"aloclair plus gel 8 ml,aloclair plus spray 15 ml"
Obat untuk ulkus karena perlukaan dan trauma yang disebabkan penggunaan kawat gigi atau gigi palsu.,"aloclair plus gel 8 ml,aloclair plus spray 15 ml"
Obat untuk untuk membantu meredakan gejala panas dalam yang disertai batuk.,lo han kuo infusion 12 tablet
Obat untuk spray mulut untuk meredakan gejalan sakit tenggorokan,betadine throat spray 50 ml
Obat untuk sariawan,"betadine mouthwash and gargle 100 ml,betadine mouthwash and gargle 190 ml,betadine throat spray 50 ml,borax glycerine gom 10% cito 8 ml,hexadol gargle 120 ml,hexadol gargle 60 ml,hexadol mint gargle 100 ml,minosep obat kumur 0.1% 60 ml (hijau),nu health vitamin c 1000 mg sustained release 30 tablet,nu health vitamin c 500 mg sustained release 30 kaplet"
Obat untuk gusi bengkak,"betadine mouthwash and gargle 100 ml,betadine throat spray 50 ml"
Obat untuk bau mulut dan nafas tidak segar.,betadine throat spray 50 ml
Obat untuk bibir kering,"borax glycerine gom 10% cito 8 ml,sebamed lip defense spf 30"
Obat untuk bibir pecah-pecah,borax glycerine gom 10% cito 8 ml
Obat untuk membantu meredakan panas dalam yang disertai tenggorokan kering.,"golden throat lozenges 12 tablet,sanjin watermelon frost insufflation 3 g,sanjin watermelon frost lozenges 12 tablet"
Obat untuk informasi obat ini hanya untuk kalangan medis. lesi akut dan khronik pada mukosa rongga mulut,ketricin orabase 0.1% salep 5 g
Obat untuk seperti : luka2,ketricin orabase 0.1% salep 5 g
Obat untuk peradangan ulseratif/disertai luka & akibat pemakaian gigi palus (denture stomatitis),ketricin orabase 0.1% salep 5 g
Obat untuk gingivitis deskuamatif,ketricin orabase 0.1% salep 5 g
Obat untuk likhen planus erosif,ketricin orabase 0.1% salep 5 g
Obat untuk lesi mukosa akibat trauma,ketricin orabase 0.1% salep 5 g
Obat untuk membantu meredakan panas dalam,komix lo han kuo 4 sachet
Obat untuk melegakan tenggorokan dan gejala batuk.,komix lo han kuo 4 sachet
Obat untuk permen herbal yang dapat memberikan sensasi melegakan tenggorokan. baik untuk perjalanan jauh.,"permen tolak angin lozenges sachet,tolak angin permen mint bebas gula 5 tablet"
Obat untuk berkhasiat mengobati panas dalam,kuldon granul herbal 1000 mg 1 stickpack
Obat untuk tenggorokan kering,"kuldon granul herbal 1000 mg 1 stickpack,kuldon sariawan 650 mg 4 tablet"
Obat untuk bau mulut,"kuldon granul herbal 1000 mg 1 stickpack,kuldon sariawan 650 mg 4 tablet,minosep obat kumur 0.1% 60 ml (hijau)"
Obat untuk serta membantu melancarkan buang air besar (bab).,"kuldon granul herbal 1000 mg 1 stickpack,kuldon sariawan 650 mg 4 tablet"
Obat untuk obat ini digunakan untuk meredakan sariawan,kuldon sariawan 650 mg 4 tablet
Obat untuk panas dalam,kuldon sariawan 650 mg 4 tablet
Obat untuk membantu meredakan panas dalam yang disertai sariawan,new hau fung san spray
Obat untuk tenggorokan kering dan bau mulut,new hau fung san spray
Obat untuk oral hygiene,perio kin spray 40 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. otitis eksterna akut,otopain ear drop 8 ml
Obat untuk otitis media kronis,otopain ear drop 8 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. membantu membersihkan serumen telinga.,forumen 5 mg/ml ear drops 10 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. untuk mengobati otitis eksterna yang berhubungan dengan infeksi bakteri dan membutuhkan terapi kortikosteroid dengan gejala telinga nyeri,otozambon ear drops
Obat untuk bengkak dan gatal,otozambon ear drops
Obat untuk otitis media supuratif dan otitis eksterna,akilen ear drop 5 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. otitis eksterna akut dan kronis,otilon ear drop 8 ml
Obat untuk sebagai antiseptik rongga telinga,vital ear drops 10 ml
Obat untuk radang telinga bagian luar & tengah,colme ear drops 8 ml
Obat untuk informasi obat ini hanya untuk kalangan medis. forotic memiliki indikasi untuk mengobati otitis media supuratif kronik,forotic tetes telinga 5 ml
Obat untuk otitis eksterna.,"forotic tetes telinga 5 ml,ofloxacin tetes telinga 3 mg/ml 5 ml,tarivid ear drop 0.3% 5 ml"
Obat untuk informasi obat ini hanya untuk kalangan medis. otitis media supuratif kronik,"ofloxacin tetes telinga 3 mg/ml 5 ml,tarivid ear drop 0.3% 5 ml"
Obat untuk sebagai pengobatan otitis eksterna akut maupun kronik yang disebabkan oleh mikroorganisme yang rentan terhadap kloramfenikol dan polimiksin b sulfat.,otolin ear drop 10 ml
Obat untuk meringankan rasa sakit pada mulut dan tenggorokan,tantum verde oral rinse 120 ml
Obat untuk seperti tonsilitis,tantum verde oral rinse 120 ml
Obat untuk post ekstraksi gigi dan kelainan periodontal.,tantum verde oral rinse 120 ml
Obat untuk membantu mengurangi sariawan,enkasari herbal 120 ml
Obat untuk membantu menyegarkan mulut dan mengurangi bau mulut.,enkasari herbal 120 ml
Obat untuk mambantu meringankan sariawan,ika sariawan 120 ml
Obat untuk membantu menyegarkan mulut.,ika sariawan 120 ml
Obat untuk pencegahan & terapi dehidrasi ringan hingga sedang akibat diare dan muntah,tantum verde solution 60 ml
Obat untuk obat ini digunakan untuk sakit tenggorokan,degirol hisap 0.25 mg 10 tablet
Obat untuk peradangan pada rongga mulut dan tenggorokan seperti gingivitis,"degirol hisap 0.25 mg 10 tablet,degirol hisap 0.25 mg 20 tablet"
Obat untuk periodontitis,"degirol hisap 0.25 mg 10 tablet,degirol hisap 0.25 mg 20 tablet"
Obat untuk laringitis dan angina,"degirol hisap 0.25 mg 10 tablet,degirol hisap 0.25 mg 20 tablet"
Obat untuk serta infeksi selaput lendir mulut seperti stomatitis.,degirol hisap 0.25 mg 10 tablet
Obat untuk infeksi selaput lendir mulut seperti stomatitis.,degirol hisap 0.25 mg 20 tablet
Obat untuk untuk infeksi bakteri dan fungi pada mulut dan tenggorokan.,"sp troches meiji rasa mint 12 tablet,sp troches meiji rasa mint 6 tablet,sp troches meiji rasa strawberry 12 tablet"
Obat untuk untuk infeksi bakteri dan jamur (fungi) pada rongga mulut dan tenggorokan.,"d-cool 0.25 mg 6 tablet hisap,sp troches meiji rasa melon 12 tablet,sp troches meiji rasa melon 6 tablet,sp troches meiji rasa strawberry 6 tablet"
Obat untuk untuk infeksi ringan sampai sedang yang disebabkan oleh jamur dan bakteri pada mulut.,efisol-c 10 tablet
Obat untuk untuk melegakan tenggorokan,"strepsil cool lemon 8 tablet,strepsil cool menthol 12 tablet,strepsil cool menthol 6 tablet,strepsil cool menthol 8 tablet,strepsil honey dan lemon 12 tablet,strepsil original 12 tablet"
Obat untuk meringankan sementara rasa sakit pada rongga mulut seperti keadaan tonsilitis,tantum lozenges 12 tablet
Obat untuk nyeri lokal paska bedah mulut,tantum lozenges 12 tablet
Obat untuk kelainan periodontal,tantum lozenges 12 tablet
Obat untuk kemerahan dan keadaan inflamasi,tantum lozenges 12 tablet
